accelX,accelY,accelZ,gyroX,gyroY,gyroZ,activity
-656,172,16036,-4,7,4,0
-704,160,16208,-4,7,1,0
-708,140,16108,-5,6,-3,0
-756,192,16172,-2,19,-4,0
-620,172,16080,-8,10,6,0
-804,248,15988,-3,-5,1,0
-644,228,16232,-10,9,-1,0
-624,160,16124,1,3,7,0
-652,140,16116,-9,9,1,0
-740,108,16116,-18,-2,1,0
-728,156,16164,2,4,-6,0
-604,160,16216,-5,-1,4,0
-608,176,16180,-20,4,-5,0
-732,172,16128,-1,7,-6,0
-772,212,16160,-6,13,-2,0
-592,80,16120,-9,19,3,0
-572,84,16068,-21,1,0,0
-680,316,16244,3,13,-3,0
-728,212,16192,3,9,-4,0
-724,260,16156,-5,14,-6,0
-604,192,16052,10,18,-2,0
-680,136,16072,-13,6,6,0
-728,124,16144,-4,12,-3,0
-640,112,16172,1,4,8,0
-504,128,16024,-4,-14,3,0
-632,232,16120,-5,1,-2,0
-700,172,16028,6,8,11,0
-660,200,16172,0,-2,4,0
-784,140,16076,-18,13,16,0
-704,212,16064,3,5,-4,0
-688,192,16172,-12,-5,-6,0
-624,236,16168,-4,11,4,0
-652,232,16052,1,8,-6,0
-776,252,16072,6,8,-3,0
-516,120,16072,4,-18,1,0
-644,148,16024,-1,11,-3,0
-912,240,16360,4,17,2,0
-516,184,16004,7,5,3,0
-780,240,16220,-2,6,4,0
-672,80,15984,-5,5,1,0
-628,176,16252,-12,18,7,0
-728,200,16244,-12,10,0,0
-672,184,16116,-6,8,-2,0
-608,252,16100,1,18,2,0
-716,236,16128,-4,5,0,0
-740,212,16204,1,6,-1,0
-716,220,16200,-2,14,-3,0
-536,208,16088,-2,-1,-4,0
-628,276,16152,0,3,4,0
-668,192,16140,-11,12,0,0
-684,160,16228,2,7,-6,0
-680,252,16332,-1,14,-6,0
-624,200,15940,-2,5,-5,0
-588,104,16060,-8,10,5,0
-632,120,16088,3,12,-1,0
-720,144,16208,-8,15,-12,0
-684,204,16172,-8,9,-3,0
-580,196,16176,-3,10,-1,0
-716,200,16112,-4,8,-7,0
-696,208,16116,0,19,-5,0
-656,92,16168,0,-7,5,0
-700,188,16028,-5,17,1,0
-660,136,16136,-1,1,5,0
-688,224,16168,3,8,1,0
-684,180,16184,-8,3,0,0
-704,176,16080,-3,6,-1,0
-680,128,16152,-6,11,-8,0
-632,132,16144,-1,3,-9,0
-760,176,16076,2,10,3,0
-744,164,16172,-5,7,-5,0
-692,304,16132,-2,1,4,0
-704,232,16100,-3,2,-5,0
-412,176,15864,-12,-10,2,0
-736,164,16252,-21,-2,9,0
-712,132,16160,4,18,3,0
-528,168,16104,-4,-10,-1,0
-772,196,16192,-4,17,7,0
-644,192,16244,-2,14,1,0
-652,248,16032,1,-1,-3,0
-684,92,16032,1,1,1,0
-688,72,16128,1,-1,-5,0
-696,124,16108,2,13,5,0
-632,196,16108,-6,14,0,0
-684,240,16176,-2,10,2,0
-588,200,15916,-2,-23,0,0
-808,264,16168,-5,21,1,0
-604,120,16060,-9,-6,0,0
-788,180,16224,-8,15,-4,0
-692,152,16088,-7,6,-2,0
-680,152,16072,4,9,0,0
-676,152,16228,0,2,3,0
-688,240,16180,-4,18,2,0
-628,136,16108,3,-5,-7,0
-752,120,16100,-9,4,3,0
-728,124,16076,-4,23,8,0
-680,188,16132,-6,11,-2,0
-676,172,16204,-16,20,-8,0
-700,212,16120,7,7,14,0
-660,168,16148,-3,22,-15,0
-652,120,16052,2,4,2,0
-584,160,16036,-11,4,7,0
-688,72,16128,4,6,-3,0
-764,188,16112,-3,13,14,0
-780,184,16184,-12,11,4,0
-660,244,16152,1,13,0,0
-636,68,16124,2,9,6,0
-624,144,16104,0,15,-4,0
-668,92,16228,-13,10,2,0
-680,216,16284,-6,4,0,0
-752,184,16100,8,14,-6,0
-672,108,16064,-6,7,8,0
-752,124,16088,0,3,-5,0
-708,220,15996,-1,7,2,0
-760,136,16072,0,21,-3,0
-632,120,16132,2,8,-4,0
-684,172,16224,-11,7,-6,0
-720,240,16284,-2,24,1,0
-640,180,16084,0,0,4,0
-752,160,16120,6,19,5,0
-652,80,16112,-1,19,4,0
-740,176,16076,-8,9,5,0
-664,152,16144,-1,9,0,0
-664,196,16196,1,3,5,0
-744,212,16292,-8,6,-4,0
-672,180,16148,-9,4,3,0
-692,176,15984,1,6,-2,0
-688,140,16156,-7,7,-1,0
-644,212,16052,-2,4,-6,0
-692,208,16192,2,10,-2,0
-764,236,16276,-6,6,6,0
-672,220,16112,1,11,-2,0
-692,192,16052,-1,11,0,0
-628,148,16036,-7,17,0,0
-740,204,16144,-9,7,1,0
-636,188,16156,-1,4,4,0
-604,144,16096,4,4,1,0
-724,168,16164,1,12,-1,0
-680,212,16104,2,9,-4,0
-676,176,16144,-6,17,3,0
-616,80,16176,5,7,1,0
-608,96,16064,-5,10,0,0
-712,192,16152,-2,22,4,0
-748,264,16204,2,15,-5,0
-652,216,16148,-2,11,0,0
-636,212,16164,-3,12,-11,0
-660,132,16188,-4,2,4,0
-616,196,16248,-5,7,-4,0
-636,168,16216,-5,6,-9,0
-680,224,16140,-4,15,-11,0
-680,236,16200,1,10,3,0
-632,260,16080,-8,10,-1,0
-628,168,16068,-4,12,-5,0
-648,160,16100,-1,19,-6,0
-720,128,15968,-9,5,-1,0
-688,188,16180,4,6,9,0
-652,228,16064,-7,2,-9,0
-692,228,16224,-6,6,-9,0
-692,172,16080,-4,12,1,0
-636,88,16100,2,24,10,0
-644,120,16056,-8,-3,3,0
-640,180,16128,-5,4,3,0
-720,232,16256,-7,16,-1,0
-692,228,16288,5,10,6,0
-772,152,16080,-9,18,3,0
-608,144,16220,0,0,3,0
-580,116,16036,-4,2,7,0
-696,152,16088,-4,-1,6,0
-672,232,16036,0,13,-6,0
-716,280,16288,-8,3,0,0
-764,176,16184,-3,13,-3,0
-732,160,16132,-8,10,-8,0
-672,112,16164,-1,9,-4,0
-704,140,16156,-2,2,7,0
-704,204,16180,-10,9,1,0
-680,164,16212,5,4,-2,0
-728,208,16128,-4,17,-13,0
-640,184,16152,-12,8,-1,0
-660,232,16140,0,6,1,0
-700,164,16204,0,7,-11,0
-612,124,16000,-4,10,-1,0
-732,228,16144,1,8,2,0
-704,180,16200,-2,1,2,0
-688,160,16280,-2,11,-2,0
-636,192,16064,-9,6,4,0
-704,164,16140,-8,6,7,0
-636,76,16096,-3,12,0,0
-668,248,16140,-18,11,4,0
-676,212,16072,5,17,1,0
-652,212,16276,0,10,3,0
-688,216,16064,-6,6,3,0
-680,180,16148,-3,1,-2,0
-628,56,16124,-6,13,2,0
-660,128,16160,-13,11,1,0
-664,192,16196,-5,15,-2,0
-744,208,16084,3,14,-4,0
-680,220,16072,3,7,-4,0
-660,196,16104,-8,12,7,0
-724,108,16112,-8,14,4,0
-656,112,16100,6,6,-1,0
-680,168,16036,-6,11,3,0
-680,248,16092,2,11,-3,0
-772,244,16172,-6,9,-5,0
-728,204,16096,-11,6,-13,0
-604,156,16112,0,21,-4,0
-604,172,16032,-16,14,-1,0
-692,176,16108,-3,12,-4,0
-688,172,16112,-6,13,-4,0
-688,224,16036,-7,9,-7,0
-672,232,16200,-2,14,-11,0
-616,248,16084,-7,2,1,0
-544,180,16188,-5,3,-5,0
180,140,15456,-1,-57,-3,0
-988,164,16348,16,14,4,0
-608,196,16144,-2,-4,0,0
-784,248,16348,-2,10,3,0
-776,208,16152,-2,14,6,0
-612,160,16108,0,1,-2,0
-576,108,16148,-1,3,-2,0
-688,132,15976,-1,12,-2,0
-648,168,16268,-1,6,-2,0
-656,232,16180,-2,14,0,0
-648,136,16200,-9,2,-10,0
-732,192,16248,2,7,-4,0
-672,96,16164,-3,0,-4,0
-664,136,16008,-6,-1,7,0
-680,144,16064,-1,4,-1,0
-620,204,16136,-4,14,1,0
-636,208,16272,-3,13,4,0
-688,136,16172,-7,4,4,0
-688,144,16080,-1,3,-5,0
-676,164,16032,2,3,-10,0
-668,144,16116,2,8,2,0
-684,148,16188,-7,14,3,0
-688,252,16036,-1,9,-2,0
-704,312,16148,3,8,0,0
-672,168,16132,-8,16,1,0
-696,64,16228,-3,6,-1,0
-572,-176,16036,-15,5,0,0
-528,68,15936,-5,8,-4,0
-360,256,15940,-1,-8,-3,0
-872,240,16312,-10,17,-2,0
-676,180,16172,-4,15,-4,0
-684,140,16172,-10,12,4,0
-636,76,16040,3,15,0,0
-592,92,16084,2,-9,1,0
-696,184,16220,-9,21,-1,0
-740,320,16176,6,15,11,0
-788,168,16116,-3,16,-11,0
-680,152,16116,-8,9,8,0
-668,176,16104,3,4,-3,0
-636,156,16172,-6,5,-9,0
-676,128,16144,-5,11,1,0
-684,188,16304,2,17,4,0
-672,132,16156,-10,10,2,0
-696,264,16128,5,13,1,0
-676,148,16100,4,3,-3,0
-468,164,15968,-1,2,0,0
-648,76,16028,-8,4,10,0
-676,168,16108,-3,17,3,0
-660,204,16024,-4,13,2,0
-724,176,16024,0,4,-6,0
-772,196,16104,-7,0,-2,0
-564,140,16000,12,8,-1,0
-628,156,16064,-13,2,-2,0
-636,168,16076,-5,6,-5,0
-560,204,16048,3,13,8,0
-788,204,16280,-9,25,-5,0
-648,252,16220,-1,13,3,0
-664,156,16044,-6,12,3,0
-692,108,16104,-7,21,-9,0
-612,92,16056,-4,1,1,0
-752,92,16144,-2,16,-3,0
-568,220,16164,-7,21,-4,0
-696,168,16216,2,13,-6,0
-700,284,16240,-8,21,7,0
-664,148,16212,0,8,8,0
-796,176,16100,-12,10,0,0
-696,128,16108,-1,2,-3,0
-708,192,16100,2,11,0,0
-712,232,16136,0,10,-3,0
-656,212,16176,-12,16,-9,0
-688,128,16012,-5,0,-7,0
-652,96,16088,-7,8,0,0
-496,136,15992,0,10,-1,0
-712,56,16144,-3,2,2,0
-536,264,16032,-3,-4,-9,0
-796,260,16196,-2,9,2,0
-648,228,16160,-1,22,4,0
-664,112,16208,0,6,-9,0
-668,152,16160,-10,1,-10,0
-616,136,16060,-7,6,8,0
-708,244,16196,6,13,-4,0
-728,180,16244,2,10,-3,0
-704,184,16088,2,13,-1,0
-716,176,16076,-8,13,0,0
-620,180,16096,3,12,-3,0
100,-716,-17188,-85,181,220,0
252,-748,-17124,157,-7,-215,0
572,-196,-16940,283,140,-330,0
584,-744,-17032,133,99,37,0
324,-672,-17224,116,81,122,0
536,-532,-17056,249,103,93,0
476,-712,-17240,161,-101,22,0
296,-572,-16884,453,-68,-4,0
600,-944,-17340,12,-109,67,0
460,-680,-16936,47,-271,34,0
268,-708,-17196,172,-250,134,0
600,-860,-17296,174,-174,-104,0
276,-708,-16896,68,-119,-155,0
244,-812,-17032,-20,-139,12,0
404,-572,-17020,259,-232,-33,0
248,-864,-17272,291,-263,302,0
244,-1148,-17112,499,-91,-88,0
144,-780,-17216,492,-180,41,0
-220,-948,-17044,556,-13,291,0
188,-1216,-17440,-167,35,-74,0
56,-1128,-16884,252,122,247,0
696,-1092,-17148,406,18,-343,0
576,-868,-16900,417,-255,204,0
404,-1140,-17200,27,-250,-258,0
-132,-1148,-17196,175,-403,421,0
-124,-1216,-17020,35,58,179,0
-40,-1192,-17100,63,36,149,0
376,-1060,-17156,-284,447,-323,0
304,-1152,-16852,-42,215,6,0
-60,-1240,-17220,332,-5,328,0
412,-1260,-16856,261,213,-468,0
216,-1164,-16916,175,11,-194,0
256,-1284,-16996,21,-57,72,0
104,-1276,-17084,133,96,-146,0
312,-1160,-16992,6,-109,55,0
188,-1208,-16828,-243,218,-270,0
424,-1148,-17280,-478,-95,-226,0
-168,-1104,-16840,-192,5,-39,0
364,-1148,-16984,-102,27,-251,0
240,-1116,-17484,-247,-220,-203,0
460,-980,-17012,400,-120,149,0
-164,-1356,-17156,337,-253,325,0
-184,-1128,-16996,750,-251,-88,0
332,-1392,-17092,-23,222,-327,0
224,-1312,-17168,-153,-181,-33,0
20,-1160,-17092,-39,-116,54,0
196,-1220,-16864,47,-40,-46,0
-44,-1272,-17128,-126,-26,47,0
136,-1292,-16960,-27,54,-262,0
184,-1324,-17236,1,-176,-52,0
92,-1112,-16768,99,-54,-174,0
68,-1316,-17116,8,-154,-22,0
-80,-1188,-17032,230,-191,-87,0
-20,-1416,-17132,77,-12,-226,0
44,-1184,-16996,68,-118,31,0
96,-1268,-17048,68,118,-267,0
444,-1160,-17068,120,-77,21,0
-52,-1420,-16868,57,-54,-171,0
-388,-1460,-16764,94,-161,-235,0
52,-1296,-17288,-384,12,-85,0
108,-1092,-16948,-512,96,-54,0
172,-1168,-16904,-653,22,-432,0
96,-1020,-16992,-599,-389,-75,0
40,-1024,-17096,-1008,-189,-516,0
32,-1036,-17028,-1320,-255,-494,0
20,-572,-17376,-1312,-286,-630,0
380,-280,-17440,-902,-992,-525,0
-288,-328,-17124,49,-333,-724,0
-1636,-204,-15676,0,-589,-458,0
-992,-336,-16824,-125,35,-514,0
1048,-744,-19168,-394,-136,-1272,0
-208,284,-17524,-18,-131,-617,0
-608,-588,-17180,-677,661,-542,0
-412,216,-17004,25,-156,-877,0
-308,-240,-17300,75,-373,193,0
-460,-248,-17300,272,-131,111,0
-336,-220,-17132,-107,11,-108,0
-320,-144,-17132,240,-125,-141,0
-356,-284,-17264,-34,-200,151,0
-512,-348,-17116,119,-122,188,0
-212,-172,-17212,-71,277,-115,0
-448,-312,-17148,206,95,-10,0
-132,-392,-17160,59,197,-683,0
-532,112,-17004,19,78,-115,0
-132,-272,-16940,-55,5,-59,0
-420,-176,-17268,184,-401,5,0
-424,-244,-17056,267,-343,46,0
-344,-316,-17264,6,-89,-182,0
-456,-356,-17128,134,22,-21,0
-448,-344,-17260,101,-43,-311,0
-316,-504,-17048,100,73,-173,0
-244,-328,-17108,112,-110,-269,0
-440,-364,-17408,369,-176,-124,0
-428,-460,-17228,-22,-138,55,0
-428,-340,-17008,154,-97,-30,0
-544,-496,-16964,-151,35,-373,0
332,-688,-18328,236,-106,-358,0
-108,-460,-17460,-81,86,-371,0
-640,-504,-17036,-73,183,265,0
-372,-396,-17140,-279,150,-197,0
-392,-668,-17168,-179,185,-3,0
-452,-208,-17112,104,19,-184,0
-336,-528,-17096,56,47,-60,0
-508,-216,-16600,-92,251,-69,0
-272,-184,-16860,-161,139,-169,0
-312,-192,-17180,229,-99,0,0
-372,-344,-16928,127,-147,-181,0
-576,-392,-17260,63,205,38,0
-288,-212,-17032,-123,250,-65,0
-240,-560,-17340,-173,137,150,0
-304,-244,-16880,1,-88,-338,0
-512,-508,-17100,147,-121,261,0
-208,-480,-17076,-213,610,-283,0
-340,-524,-17256,-138,-12,163,0
-580,-76,-17000,61,63,-245,0
-240,-448,-17208,162,-235,129,0
-464,-564,-17188,-228,457,-73,0
-84,-356,-16912,-347,317,51,0
-244,-180,-17024,179,-82,76,0
-180,-324,-17264,92,-463,10,0
-540,-452,-16988,100,258,103,0
-96,-332,-17012,-302,358,-93,0
-132,-300,-17348,103,-59,142,0
-316,-320,-17088,63,-268,-209,0
-380,-408,-17040,235,-56,-50,0
-416,-384,-17176,-31,354,-115,0
4,-228,-17316,181,154,43,0
-484,-324,-16636,158,393,-170,0
-268,-448,-16944,365,24,527,0
-176,-656,-17172,-322,716,-231,0
516,-124,-17116,59,137,51,0
-128,-324,-16808,1051,4,8,0
-40,-444,-17124,1956,-623,179,0
-488,-1288,-17200,943,-8,279,0
80,-768,-16728,312,373,-441,0
-332,-952,-17104,-279,344,203,0
228,-764,-17048,-301,167,-445,0
-60,-892,-16864,-127,40,218,0
-128,-908,-17032,96,204,-37,0
44,-712,-17156,292,41,-209,0
-484,-964,-17032,-82,122,-118,0
-4,-900,-16812,-705,760,-190,0
296,-572,-17280,-605,415,-348,0
288,-672,-17196,-427,59,441,0
-52,-560,-16660,29,-244,143,0
104,-900,-17340,-71,-34,-2,0
228,-676,-16976,-214,207,-149,0
184,-476,-16648,-214,-12,209,0
-404,-384,-16848,210,-81,42,0
516,-804,-17520,-17,-225,-266,0
-192,-868,-16924,-58,563,-242,0
500,-324,-16980,-9,-117,132,0
8,-560,-16908,400,-231,176,0
184,-796,-17396,131,-335,136,0
-112,-828,-17204,-242,350,-134,0
88,-280,-16784,4,90,-21,0
196,-896,-17452,178,-92,282,0
92,-744,-17076,-181,-314,-120,0
-84,-792,-17012,-87,426,128,0
336,-576,-17060,-320,340,-447,0
0,-872,-17412,0,-232,264,0
172,-636,-18112,625,-284,-380,0
68,-608,-16976,617,-119,-56,0
-12,-640,-17120,-18,186,-180,0
496,-824,-16980,-338,149,25,0
4,-392,-16864,36,-213,46,0
-16,-916,-17412,-101,-235,385,0
-148,-872,-17032,-412,462,-129,0
572,-372,-16856,-451,404,-136,0
120,-576,-17256,97,-210,216,0
324,-580,-17176,273,-539,-50,0
-480,-1024,-17232,-71,279,166,0
440,-228,-17024,-38,241,-290,0
-24,-856,-17448,108,-157,460,0
60,-940,-17040,-172,-120,-206,0
96,-672,-17248,-427,339,130,0
208,-340,-16972,-34,47,-287,0
4,-740,-17164,-137,-386,480,0
-132,-556,-16976,284,-427,-78,0
-236,-900,-17204,31,10,246,0
44,-604,-17064,-259,420,-234,0
360,-400,-16988,-206,103,-89,0
-540,-232,-16636,305,-30,440,0
312,-792,-17468,244,-102,-223,0
108,-704,-16968,-205,373,-334,0
112,-408,-16936,-117,-146,17,0
276,-272,-16792,506,-256,235,0
120,-996,-17488,51,-356,104,0
-124,-680,-17088,-353,365,106,0
216,-436,-17036,-310,109,-126,0
-116,-560,-17444,205,-208,385,0
92,-604,-17220,-160,-268,-139,0
-352,-824,-17008,-454,669,15,0
412,-160,-17016,-107,262,-340,0
240,-748,-17448,-91,17,132,0
-24,-528,-16944,66,-290,-70,0
-160,-868,-17124,-39,298,291,0
400,-280,-17136,-263,468,-637,0
248,-676,-17256,-217,-76,556,0
-152,-76,-16956,159,-134,-156,0
-64,-640,-17352,204,-22,432,0
400,-504,-17068,-162,421,-550,0
400,-220,-16988,-104,-215,424,0
-276,-120,-16772,571,-414,168,0
148,-700,-17508,107,-356,241,0
160,-712,-17176,-157,477,-450,0
332,-324,-16968,-201,23,-35,0
-96,-260,-17036,594,-314,194,0
184,-880,-17376,21,-270,-2,0
12,-732,-17144,-361,490,-113,0
236,-200,-16864,-223,153,-96,0
232,-560,-17344,310,-233,216,0
-196,-780,-17400,121,-392,-18,0
-68,-636,-17000,-204,351,-12,0
268,-408,-16996,-284,529,-464,0
164,-492,-17240,-137,64,84,0
-156,-344,-16668,116,-95,11,0
-44,-648,-17260,-199,262,26,0
472,-244,-16924,-42,326,-135,0
264,-556,-16972,-195,-211,297,0
252,168,-17008,551,-100,-49,0
324,-1020,-17436,-185,-215,258,0
244,-780,-17120,67,533,-396,0
300,-272,-16980,295,-236,150,0
132,-544,-16912,378,-294,76,0
-52,-824,-17264,104,-63,145,0
376,-188,-16916,299,183,-359,0
-72,-1012,-17228,-21,-145,311,0
368,-460,-17280,-167,112,-110,0
-84,-688,-16844,2,319,-243,0
440,-432,-17228,269,142,-161,0
136,-756,-16964,387,46,-266,0
76,-780,-17008,-29,281,-95,0
484,-440,-17024,-112,260,-467,0
268,-720,-17240,-88,41,184,0
828,-936,-16992,110,557,8,0
40,-328,-17344,-259,-218,41,0
12,-692,-17192,-240,1045,-378,0
916,-268,-17008,-147,144,-483,0
284,-888,-16964,-692,835,-156,0
1324,-12,-17224,242,-362,-91,0
-80,-816,-17060,130,61,596,0
952,-388,-17244,347,-302,-87,0
12,-964,-17068,-139,-22,492,0
688,-252,-17236,434,-297,38,0
64,-1000,-17124,8,46,227,0
508,-564,-17016,204,273,-494,0
628,-616,-17144,-199,118,-81,0
512,-460,-16800,216,-95,-34,0
192,-984,-17248,-95,15,495,0
572,-416,-16988,-345,278,-202,0
184,-720,-17036,-289,19,419,0
1172,-420,-17152,67,-319,-114,0
-112,-800,-17068,-277,-174,458,0
628,-472,-17284,121,0,-152,0
104,-604,-17008,-154,167,2,0
592,-404,-17120,20,251,-88,0
296,-600,-17016,-88,209,-82,0
780,-472,-17028,-47,75,-158,0
364,-540,-16964,41,-23,86,0
716,-468,-17164,10,-99,7,0
292,-796,-17152,-78,-121,107,0
516,-464,-17116,-44,96,-22,0
620,-516,-17056,88,-66,10,0
548,-528,-16968,-58,-42,24,0
364,-384,-16992,-7,-86,166,0
388,-592,-16960,-99,183,-109,0
592,-328,-17180,-31,74,-31,0
344,-632,-17024,-103,198,-126,0
556,-536,-17192,24,-102,126,0
496,-540,-17104,-49,39,-169,0
668,-420,-17132,51,-122,37,0
396,-764,-17140,-113,-102,7,0
616,-204,-16936,102,-36,19,0
340,-656,-17160,-54,38,-6,0
532,-252,-16980,50,-16,-2,0
484,-584,-17064,48,124,-131,0
424,-548,-17232,-63,-51,175,0
596,-484,-17004,-1,123,-109,0
584,-624,-17264,-212,168,-126,0
500,-452,-16988,-3,120,-7,0
508,-520,-17056,-138,142,-40,0
748,-472,-17088,-122,-75,-72,0
164,-412,-17024,-136,103,52,0
756,-332,-17128,130,-87,-46,0
392,-656,-17108,-74,38,1,0
672,-240,-17252,-9,-46,71,0
424,-592,-17260,100,-82,-122,0
532,-484,-17080,-37,-62,195,0
544,-376,-17148,-30,-31,-40,0
440,-452,-17036,-16,152,-42,0
408,-484,-17176,-16,-81,4,0
620,-420,-17088,69,57,-125,0
456,-576,-17088,-76,56,-27,0
568,-488,-17148,-41,108,-112,0
348,-400,-17052,-109,34,94,0
760,-412,-17164,70,9,-125,0
376,-544,-17116,-25,-41,80,0
548,-444,-17116,45,15,-127,0
448,-536,-17156,-167,143,61,0
760,-396,-17180,118,-55,-97,0
324,-536,-17064,-33,88,245,0
536,-472,-17132,-37,-34,-15,0
500,-564,-17196,-57,155,1,0
656,-348,-17068,13,98,-114,0
540,-464,-17132,110,-72,8,0
460,-532,-17192,-127,38,30,0
480,-416,-17232,92,-80,64,0
516,-568,-17144,-128,133,-49,0
624,-460,-17064,-26,-29,-3,0
704,-348,-17192,-105,34,8,0
416,-588,-17000,25,-18,2,0
748,-324,-16932,-50,138,-223,0
476,-552,-17208,-19,-96,50,0
500,-316,-17056,115,-92,174,0
500,-516,-17032,32,42,-73,0
508,-520,-17144,-103,48,175,0
700,-380,-17072,-34,78,-203,0
476,-576,-17112,-114,-64,210,0
692,-156,-17136,47,43,-253,0
424,-548,-17092,-42,25,177,0
608,-332,-17100,-8,-8,-86,0
428,-324,-17032,-53,-25,131,0
544,-592,-17312,-260,262,37,0
584,-344,-17072,-34,69,-95,0
464,-516,-17084,-204,175,94,0
724,-180,-17044,18,-71,12,0
596,-380,-17084,-68,98,-30,0
544,-340,-17204,-10,-85,6,0
452,-412,-16928,-53,196,-133,0
712,-352,-17244,-149,146,69,0
748,-360,-17196,-44,-8,-271,0
508,-400,-17128,-55,13,208,0
800,-232,-17132,9,-6,-115,0
564,-480,-17224,-46,-27,110,0
596,-360,-17128,-10,51,-12,0
560,-236,-17152,-57,-23,149,0
716,-320,-17116,-82,72,23,0
636,-336,-17044,-7,65,48,0
576,-424,-17220,-128,15,85,0
796,-76,-17100,-13,110,-47,0
480,-536,-16928,-150,170,370,0
636,-400,-17136,-84,235,-304,0
800,-116,-17148,-144,157,-208,0
960,-204,-17008,160,-127,-81,0
472,-408,-16960,145,-224,165,0
784,-240,-17140,96,-121,-131,0
576,-332,-17104,8,-36,44,0
644,-388,-16992,94,27,-7,0
840,-316,-17176,-60,-16,-75,0
476,-364,-16836,1,40,-39,0
676,-116,-17212,115,-54,188,0
580,-424,-17020,-72,91,-287,0
660,-76,-16940,24,23,107,0
768,-380,-17156,83,-117,111,0
584,-420,-17052,3,58,-197,0
656,-280,-17168,28,-48,1,0
492,-348,-17012,23,-33,72,0
552,-196,-17044,-13,162,-162,0
708,-316,-17196,-5,-5,89,0
660,-424,-17092,-22,41,31,0
768,-368,-17108,13,-39,20,0
512,-352,-17184,-102,21,284,0
804,-336,-17084,-9,85,-152,0
500,-284,-16992,-5,138,32,0
956,-328,-17240,94,15,-189,0
372,-604,-17164,-195,162,144,0
964,96,-17036,61,8,-156,0
356,-540,-17012,-46,85,-16,0
936,-216,-17328,-77,-65,139,0
464,-344,-17092,-262,228,-46,0
884,-268,-17184,-139,45,-109,0
864,-140,-17104,147,-108,107,0
524,-524,-17052,60,-71,20,0
772,-208,-17112,61,-15,-56,0
660,-576,-17124,109,-29,132,0
744,-316,-17196,-83,121,-74,0
644,-324,-17104,-87,154,-132,0
796,-256,-17016,1,96,-62,0
768,-184,-16992,91,-85,-73,0
628,-224,-17188,36,-56,27,0
724,-272,-17232,-26,-25,-128,0
780,-416,-17156,-69,-51,92,0
692,-304,-17064,27,-87,91,0
844,-208,-17048,84,-72,-89,0
560,-308,-16976,-11,58,35,0
736,-192,-17072,-1,87,206,0
896,-408,-17204,-44,69,-93,0
672,-312,-17124,-9,-15,54,0
472,-392,-17092,54,139,31,0
812,-252,-17104,1,153,-177,0
796,-352,-17008,-17,0,101,0
696,-356,-17088,26,-224,87,0
700,-196,-17032,-117,127,-44,0
596,-352,-16928,-1,46,-25,0
852,-188,-17192,62,-44,-11,0
616,-364,-16944,125,-165,133,0
860,-216,-17080,-176,230,-267,0
608,-404,-17048,117,-99,188,0
640,-300,-17124,-15,116,4,0
708,-212,-17120,40,-51,26,0
540,-424,-16948,-11,93,-30,0
772,-248,-17068,-43,19,-61,0
700,-232,-17120,115,-119,-27,0
756,-356,-17068,23,45,-92,0
624,-292,-17080,-28,-199,60,0
736,-248,-17064,28,28,-132,0
684,-308,-17088,-32,-35,-31,0
464,-296,-16992,20,108,-25,0
768,-308,-17176,17,29,-53,0
584,-380,-16976,5,-9,181,0
700,-248,-17004,117,-37,-103,0
760,-444,-17132,76,-130,132,0
628,-280,-17048,5,-26,-19,0
776,-456,-17140,-114,144,-37,0
452,-292,-16924,46,-22,-40,0
708,-216,-17124,-5,46,-24,0
616,-500,-17028,91,-33,-244,0
560,-156,-17068,-21,54,113,0
924,-196,-17232,33,47,-303,0
352,-368,-16916,-3,-22,227,0
664,-304,-17044,-71,63,60,0
560,-384,-17104,-67,74,-170,0
708,-408,-17296,-48,1,189,0
620,-340,-17052,20,-43,-46,0
708,-244,-17100,-81,117,29,0
768,-476,-17332,47,-5,-218,0
524,-356,-17076,-121,149,134,0
948,-204,-17136,102,73,-101,0
584,-424,-17052,69,-120,15,0
720,-348,-17068,5,-59,166,0
668,-392,-17052,75,-47,-72,0
648,-428,-17036,-66,4,13,0
616,-360,-17160,-27,12,55,0
816,-248,-16992,110,8,-25,0
576,-420,-17020,-123,156,43,0
700,-140,-16968,123,-61,108,0
660,-440,-17268,19,54,-21,0
712,-276,-16972,-18,27,-76,0
656,-380,-17144,-53,123,29,0
800,-420,-17056,-55,35,-85,0
688,-236,-17108,-37,70,45,0
748,-324,-17188,148,2,-88,0
608,-388,-16960,82,51,28,0
832,-400,-17164,13,-226,23,0
732,-236,-16980,76,7,-79,0
536,-508,-17228,-86,-60,42,0
824,-276,-17112,-56,122,-330,0
588,-512,-17060,12,13,95,0
844,-196,-17152,52,37,-74,0
572,-576,-17096,-53,8,18,0
804,-268,-17104,-37,128,-59,0
596,-460,-17100,17,9,77,0
828,-348,-17072,20,45,-92,0
520,-396,-17156,16,57,11,0
924,-196,-17116,105,-48,-39,0
436,-540,-17084,-146,-24,101,0
1024,-152,-17096,165,-54,-19,0
592,-544,-17020,134,-46,-123,0
684,-288,-17112,28,-8,130,0
716,-224,-17188,133,-114,-156,0
600,-668,-17084,-51,24,143,0
600,-232,-17176,-6,90,-256,0
556,-340,-17032,14,28,221,0
856,-556,-17228,-38,10,-190,0
668,-488,-17116,-31,-17,205,0
776,-300,-17088,71,104,-268,0
520,-456,-17212,-57,-5,180,0
756,-408,-17100,24,63,-173,0
